State,Year,(R01) Total Revenue,(E001) Total Expenditure,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay
Oregon,1997,10226,9201,541,269,271,541,269,271,0,0,0
Oregon,1998,10246,9342,538,275,263,538,275,263,0,0,0
Oregon,1999,9988,9499,537,275,263,537,275,263,0,0,0
Oregon,2000,11888,9997,517,290,227,517,290,227,0,0,0
Oregon,2002,8994,10754,464,266,198,464,266,198,0,0,0
Oregon,2004,12263,10184,496,286,210,496,286,210,0,0,0
Oregon,2005,11257,10103,580,299,281,580,299,281,0,0,0
Oregon,2006,11997,10140,595,295,300,595,295,300,0,0,0
Oregon,2007,13294,10257,618,302,316,617,301,315,2,0,1
Oregon,2008,8824,10457,575,299,276,575,299,276,0,0,0
Oregon,2009,5808,11267,554,290,264,552,288,264,2,2,0
Oregon,2010,12019,11572,626,304,322,624,302,322,1,1,0
Oregon,2011,13238,11231,570,310,260,569,309,260,1,1,0
Oregon,2012,10264,10949,510,264,246,508,263,245,2,1,1
Oregon,2013,12204,10710,472,274,198,471,273,198,1,1,0
Oregon,2014,13262,11229,474,272,202,473,271,202,1,1,0
Oregon,2015,12546,11748,463,257,206,462,256,206,1,1,0
Oregon,2016,11771,12395,522,294,228,521,293,228,1,1,0
Oregon,2017,14023,12915,512,428,83,510,427,83,2,1,0
Pennsylvania,1977,5767,5749,390,204,186,370,191,179,20,13,6
Pennsylvania,1978,5870,5585,356,226,129,336,214,122,20,12,8
Pennsylvania,1979,5599,5335,298,191,106,279,179,100,19,12,6
Pennsylvania,1980,5502,5271,283,186,97,263,174,89,20,11,9
Pennsylvania,1981,5492,5320,325,198,126,305,187,118,20,11,9
Pennsylvania,1982,5577,5219,345,223,121,327,212,115,18,12,6
Pennsylvania,1983,5882,5575,356,246,110,336,234,102,20,12,8
Pennsylvania,1984,6052,5318,346,230,116,321,217,104,25,13,12
Pennsylvania,1985,6266,5629,413,256,156,391,244,148,21,13,9
Pennsylvania,1986,6621,5910,447,256,190,425,243,182,22,13,9
Pennsylvania,1987,6862,6116,472,258,214,431,241,190,41,17,24
Pennsylvania,1988,6634,6216,457,243,213,427,230,197,30,13,17
Pennsylvania,1989,6768,6402,454,227,227,427,214,213,27,13,14
Pennsylvania,1990,6897,6554,433,224,209,399,210,189,34,14,20
Pennsylvania,1991,6645,6731,427,216,211,370,204,166,56,11,45
Pennsylvania,1992,7848,7584,389,210,179,332,199,133,57,11,46
Pennsylvania,1993,7980,7660,385,233,152,337,221,117,48,12,36
Pennsylvania,1994,7882,7545,385,223,162,347,210,137,38,13,25
Pennsylvania,1995,8031,7858,397,223,174,362,210,152,35,13,21
Pennsylvania,1996,8238,7716,379,227,153,342,212,129,38,14,23
Pennsylvania,1997,9027,7769,383,226,157,347,212,135,37,14,23
Pennsylvania,1998,8925,8100,442,241,201,407,227,181,35,14,21
Pennsylvania,1999,8946,8481,454,246,208,401,229,172,52,17,35
Pennsylvania,2000,9333,8763,478,253,225,409,238,171,69,16,53
Pennsylvania,2002,8143,9532,585,284,301,462,243,219,122,41,82
Pennsylvania,2004,10690,9865,459,274,185,417,252,165,42,22,20
Pennsylvania,2005,10453,10231,684,281,403,619,253,366,65,28,36
Pennsylvania,2006,10601,10138,655,325,330,577,289,288,78,36,42
Pennsylvania,2007,11474,10060,653,303,350,589,268,321,64,36,29
Pennsylvania,2008,9898,10244,675,290,385,601,256,346,74,34,40
Pennsylvania,2009,6711,10881,776,309,466,676,273,403,100,36,63
Pennsylvania,2010,10999,11504,758,276,482,660,242,418,98,34,63
Pennsylvania,2011,11428,11235,769,276,494,694,244,450,75,32,44
Pennsylvania,2012,10047,10858,725,271,455,647,238,410,78,33,45
Pennsylvania,2013,10804,10799,719,284,435,643,250,394,76,35,41
Pennsylvania,2014,10928,10696,691,306,385,613,270,343,79,36,42
Pennsylvania,2015,10658,10967,772,309,463,682,271,411,90,38,52
Pennsylvania,2016,10776,11469,833,318,515,735,279,456,98,39,59
Pennsylvania,2017,11706,11824,754,301,453,660,260,400,93,41,52
Arkansas,1977,4133,3888,500,227,272,500,227,272,0,0,0
Arkansas,1978,4390,3914,465,211,254,465,211,254,0,0,0
Arkansas,1979,4212,3986,474,229,245,474,229,245,0,0,0
Arkansas,1980,4193,3974,528,225,303,528,225,303,0,0,0
Arkansas,1981,4244,3942,488,210,278,488,210,278,0,0,0
Arkansas,1982,4104,3857,354,205,149,354,205,149,0,0,0
Arkansas,1983,4302,3874,361,211,149,361,211,149,0,0,0
Arkansas,1984,4420,3929,348,206,142,348,206,142,0,0,0
Arkansas,1985,4759,4350,404,217,187,404,217,187,0,0,0
Arkansas,1986,4966,4745,493,234,260,493,234,260,0,0,0
Arkansas,1987,5107,4684,471,223,248,471,223,248,0,0,0
Arkansas,1988,4941,4631,428,211,216,428,211,216,0,0,0
Arkansas,1989,5037,4627,387,211,176,387,211,176,0,0,0
Arkansas,1990,5051,4730,389,217,172,389,217,172,0,0,0
Arkansas,1991,5097,4864,409,205,204,409,205,204,0,0,0
Arkansas,1992,5764,5324,460,217,243,460,217,243,0,0,0
Arkansas,1993,5911,5514,469,229,240,469,229,240,0,0,0
Arkansas,1994,6070,5480,457,228,230,457,228,230,0,0,0
Arkansas,1995,6206,5671,459,225,235,459,225,235,0,0,0
Arkansas,1996,6922,5868,500,226,274,500,226,274,0,0,0
Arkansas,1997,6998,6160,520,233,287,520,233,287,0,0,0
Arkansas,1998,7306,6357,545,239,306,545,239,306,0,0,0
Arkansas,1999,7452,6520,477,238,239,477,238,239,0,0,0
Arkansas,2000,7351,6507,462,229,233,462,229,233,0,0,0
Arkansas,2002,6831,7351,658,256,402,658,256,402,0,0,0
Arkansas,2004,8507,7716,604,233,371,604,233,371,0,0,0
Arkansas,2005,8514,7528,502,223,279,502,223,279,0,0,0
Arkansas,2006,8961,7715,487,222,265,487,222,265,0,0,0
Arkansas,2007,9332,7918,479,225,254,479,225,254,0,0,0
Arkansas,2008,7769,7995,476,221,255,476,221,255,0,0,0
Arkansas,2009,6696,8155,495,252,243,495,252,243,0,0,0
Arkansas,2010,9440,8771,496,250,246,496,250,246,0,0,0
Arkansas,2011,10264,8808,512,244,268,512,244,268,0,0,0
Arkansas,2012,8508,8789,521,244,277,521,244,277,0,0,0
Arkansas,2013,9475,8670,540,237,303,540,237,303,0,0,0
Arkansas,2014,9978,8787,569,243,325,569,243,325,0,0,0
Arkansas,2015,9317,9129,588,264,323,588,264,323,0,0,0
Arkansas,2016,9133,9321,592,261,331,592,261,331,0,0,0
Arkansas,2017,10485,9359,682,252,430,682,252,430,0,0,0
Rhode Island,1977,6204,5859,265,160,105,256,151,105,9,9,0
Rhode Island,1978,6111,5919,254,147,107,247,140,107,8,8,0
Rhode Island,1979,6081,5885,262,149,113,258,145,113,4,4,0
Rhode Island,1980,6054,5890,263,141,122,260,137,122,3,3,0
Rhode Island,1981,6002,5778,275,136,138,270,133,138,4,3,1
Rhode Island,1982,6227,5982,248,146,102,245,143,102,3,3,0
Rhode Island,1983,6509,6064,251,138,113,247,134,113,3,3,0
Rhode Island,1984,6687,6189,297,140,157,294,136,157,3,3,0
Rhode Island,1985,6788,6449,366,131,235,362,128,235,3,3,0
Rhode Island,1986,7257,6673,394,140,254,390,136,254,4,4,0
Rhode Island,1987,7429,6720,357,140,217,352,136,217,4,4,0
Rhode Island,1988,7482,7076,443,140,303,439,136,303,4,4,0
Rhode Island,1989,7686,7308,472,142,330,468,138,330,4,4,0
Rhode Island,1990,7652,7708,469,141,329,465,137,329,4,4,0
Rhode Island,1991,7592,8068,437,123,314,433,119,314,4,4,0
Rhode Island,1992,8804,9509,405,120,285,401,116,285,4,4,0
Rhode Island,1993,8508,8779,426,110,317,422,106,317,4,4,0
Rhode Island,1994,9053,8609,422,122,300,418,118,300,4,4,0
Rhode Island,1995,9009,9011,504,132,372,500,129,372,4,4,0
Rhode Island,1996,8829,8542,406,139,267,402,135,267,4,4,0
Rhode Island,1997,8806,8456,373,138,235,370,135,235,4,4,0
Rhode Island,1998,8858,8246,355,130,226,349,124,226,6,6,0
Rhode Island,1999,10186,8678,422,166,255,416,161,255,5,5,0
Rhode Island,2000,10067,8718,387,152,235,382,147,235,5,5,0
Rhode Island,2002,8770,10147,423,145,279,419,140,279,5,5,0
Rhode Island,2004,11715,10769,434,171,263,428,165,263,6,6,0
Rhode Island,2005,11437,10844,442,184,259,437,178,259,6,6,0
Rhode Island,2006,11591,10965,452,188,264,447,183,264,5,5,0
Rhode Island,2007,12560,11207,406,224,182,398,216,182,8,8,0
Rhode Island,2008,10192,11403,329,214,115,321,206,115,8,8,0
Rhode Island,2009,8313,11657,316,211,105,307,203,105,9,9,0
Rhode Island,2010,12507,12056,348,183,164,339,174,164,9,9,0
Rhode Island,2011,13167,11877,359,202,157,349,192,157,9,9,0
Rhode Island,2012,11402,11597,445,169,276,429,153,276,16,16,0
Rhode Island,2013,11975,11399,413,181,231,394,162,231,19,19,0
Rhode Island,2014,12248,11357,443,181,262,423,161,262,21,21,0
Rhode Island,2015,11499,11682,420,179,241,399,158,241,21,21,0
Rhode Island,2016,11397,11755,410,179,231,388,157,231,22,22,0
Rhode Island,2017,12146,11833,423,195,229,400,171,229,23,23,0
South Carolina,1977,4513,4266,244,142,101,244,142,101,0,0,0
South Carolina,1978,4809,4465,257,138,119,257,138,119,0,0,0
South Carolina,1979,4758,4586,281,146,135,281,146,135,0,0,0
South Carolina,1980,4572,4460,272,134,138,272,134,138,0,0,0
South Carolina,1981,4666,4720,244,133,112,244,133,112,0,0,0
South Carolina,1982,4765,4648,173,134,39,173,134,39,0,0,0
South Carolina,1983,4947,4560,197,139,58,197,139,58,0,0,0
South Carolina,1984,5137,4512,257,138,119,257,138,119,0,0,0
South Carolina,1985,5558,4950,291,150,141,291,150,141,0,0,0
South Carolina,1986,5965,5750,294,121,173,294,121,173,0,0,0
South Carolina,1987,6144,5617,295,121,174,295,121,174,0,0,0
South Carolina,1988,6285,5784,350,121,230,350,121,230,0,0,0
South Carolina,1989,6548,5982,332,125,207,332,125,207,0,0,0
South Carolina,1990,6728,6382,308,121,187,308,121,187,0,0,0
South Carolina,1991,6682,6694,308,126,181,308,126,181,0,0,0
South Carolina,1992,6771,6799,302,120,182,302,120,182,0,0,0
South Carolina,1993,7113,6890,329,118,211,329,118,211,0,0,0
South Carolina,1994,7401,7309,317,132,185,317,132,185,0,0,0
South Carolina,1995,7596,7276,304,129,175,304,129,175,0,0,0
South Carolina,1996,7559,7351,298,164,134,298,164,134,0,0,0
South Carolina,1997,7870,7409,306,161,144,306,161,144,0,0,0
South Carolina,1998,8447,7625,313,167,146,313,167,146,0,0,0
South Carolina,1999,8011,7833,383,192,191,383,192,191,0,0,0
South Carolina,2000,8301,8290,470,199,271,470,199,271,0,0,0
South Carolina,2002,8287,9322,494,160,335,494,160,335,0,0,0
South Carolina,2004,9590,9421,494,171,323,494,171,323,0,0,0
South Carolina,2005,9781,9703,484,180,304,484,180,304,0,0,0
South Carolina,2006,9682,9554,473,194,280,473,194,280,0,0,0
South Carolina,2007,10514,9753,370,177,193,370,177,193,0,0,0
South Carolina,2008,8881,9988,353,172,181,353,172,181,0,0,0
South Carolina,2009,8036,10489,335,176,159,335,175,159,0,0,0
South Carolina,2010,10308,10379,392,174,218,392,174,218,0,0,0
South Carolina,2011,10673,9930,359,158,201,358,157,201,2,2,0
South Carolina,2012,9130,9393,354,149,205,353,148,205,2,2,0
South Carolina,2013,9697,9334,279,136,143,277,134,143,2,2,0
South Carolina,2014,10098,9387,326,174,152,324,172,152,2,2,0
South Carolina,2015,9653,9711,339,165,174,337,163,174,2,2,0
South Carolina,2016,9422,9791,408,197,211,406,196,211,2,2,0
South Carolina,2017,10393,10063,495,208,287,481,204,277,14,5,9
South Dakota,1977,5305,5199,811,429,382,811,429,382,0,0,0
South Dakota,1978,5428,5310,794,427,367,794,427,367,0,0,0
South Dakota,1979,5355,5487,822,448,374,822,448,374,0,0,0
South Dakota,1980,5307,5358,886,466,420,886,466,420,0,0,0
South Dakota,1981,5219,5295,820,385,434,820,385,434,0,0,0
South Dakota,1982,5316,5014,708,392,315,708,392,315,0,0,0
South Dakota,1983,5555,5099,694,333,361,694,333,361,0,0,0
South Dakota,1984,5977,5268,786,378,408,786,378,408,0,0,0
South Dakota,1985,5794,5800,857,380,477,857,380,477,0,0,0
South Dakota,1986,6268,5570,847,383,464,847,383,464,0,0,0
South Dakota,1987,6128,6065,761,391,370,761,391,370,0,0,0
South Dakota,1988,6406,5656,765,367,398,765,367,398,0,0,0
South Dakota,1989,6228,5650,772,373,399,772,373,399,0,0,0
South Dakota,1990,6290,5802,741,343,398,741,343,398,0,0,0
South Dakota,1991,6293,5844,794,372,422,794,372,422,0,0,0
South Dakota,1992,6588,6160,760,369,390,760,369,390,0,0,0
South Dakota,1993,6822,6170,779,368,411,779,368,411,0,0,0
South Dakota,1994,7001,6525,840,388,452,840,388,452,0,0,0
South Dakota,1995,7030,6643,832,385,447,832,385,447,0,0,0
South Dakota,1996,7253,6488,811,396,415,811,396,415,0,0,0
South Dakota,1997,7173,6534,831,402,428,831,402,428,0,0,0
South Dakota,1998,8436,6871,1007,461,546,1007,461,546,0,0,0
South Dakota,1999,8282,6965,927,447,479,927,447,479,0,0,0
South Dakota,2000,8056,7081,1017,397,620,1017,397,620,0,0,0
South Dakota,2002,7107,7665,1040,426,614,1040,426,614,0,0,0
South Dakota,2004,9420,7848,1027,427,600,1027,427,600,0,0,0
South Dakota,2005,9479,8049,1029,413,617,1029,413,617,0,0,0
South Dakota,2006,9403,8090,1038,397,641,1038,397,641,0,0,0
South Dakota,2007,10522,8334,1092,427,665,1092,427,665,0,0,0
South Dakota,2008,7418,8363,996,449,547,996,449,547,0,0,0
South Dakota,2009,6399,9187,1062,434,628,1062,434,628,0,0,0
South Dakota,2010,9560,9428,1086,454,632,1086,454,632,0,0,0
South Dakota,2011,11188,9355,1216,477,739,1216,477,739,0,0,0
South Dakota,2012,8767,8878,1210,451,759,1210,451,759,0,0,0
South Dakota,2013,10445,8847,1177,432,745,1176,432,744,1,0,1
South Dakota,2014,10799,8850,1145,459,685,1144,459,685,1,0,1
South Dakota,2015,9228,9058,1119,493,626,1118,493,626,0,0,0
South Dakota,2016,8753,9431,1240,488,752,1240,488,752,0,0,0
South Dakota,2017,10557,9338,1148,542,607,1143,537,606,5,5,1
Tennessee,1977,5281,5226,450,200,250,450,200,250,0,0,0
Tennessee,1978,5529,5328,436,201,235,436,201,235,0,0,0
Tennessee,1979,5446,5234,443,191,252,443,191,252,0,0,0
Tennessee,1980,5250,5276,445,180,265,445,180,265,0,0,0
Tennessee,1981,5360,5309,392,163,229,392,163,229,0,0,0
Tennessee,1982,5396,5212,335,153,183,335,153,183,0,0,0
Tennessee,1983,5660,5440,338,153,185,338,153,185,0,0,0
Tennessee,1984,5664,5218,378,142,236,378,142,236,0,0,0
Tennessee,1985,6079,5606,416,162,254,416,162,254,0,0,0
Tennessee,1986,6383,5948,437,168,269,437,168,269,0,0,0
Tennessee,1987,6671,6272,421,176,244,421,176,244,0,0,0
Tennessee,1988,6775,6453,431,150,281,431,150,281,0,0,0
Tennessee,1989,6825,6532,447,161,286,447,161,286,0,0,0
Tennessee,1990,6884,6524,452,156,295,452,156,295,0,0,0
Tennessee,1991,6745,6587,443,151,292,443,151,292,0,0,0
Tennessee,1992,7356,6987,461,149,312,461,149,312,0,0,0
Tennessee,1993,7344,6741,415,143,272,415,143,272,0,0,0
Tennessee,1994,7527,7075,409,150,259,409,150,259,0,0,0
Tennessee,1995,7314,7343,435,158,278,435,158,278,0,0,0
Tennessee,1996,7844,7429,430,156,274,430,156,274,0,0,0
Tennessee,1997,7966,7541,441,156,285,441,156,285,0,0,0
Tennessee,1998,8184,7730,450,157,293,450,157,293,0,0,0
Tennessee,1999,8185,7995,441,165,276,441,165,276,0,0,0
Tennessee,2000,8392,7989,459,153,306,459,153,306,0,0,0
Tennessee,2002,7871,8613,417,156,261,417,156,261,0,0,0
Tennessee,2004,9237,9209,393,155,239,393,155,239,0,0,0
Tennessee,2005,9404,8966,401,159,242,401,159,242,0,0,0
Tennessee,2006,9432,8868,437,172,264,437,172,264,0,0,0
Tennessee,2007,10076,9432,437,165,273,437,164,273,0,0,0
Tennessee,2008,8782,9031,368,137,231,368,137,231,0,0,0
Tennessee,2009,7610,9559,475,163,312,475,163,312,0,0,0
Tennessee,2010,9604,9473,398,181,217,398,181,217,0,0,0
Tennessee,2011,10269,9410,403,178,225,403,178,225,0,0,0
Tennessee,2012,9103,9230,411,182,230,411,182,230,0,0,0
Tennessee,2013,9284,8889,391,171,220,391,171,220,0,0,0
Tennessee,2014,9553,8867,391,175,216,391,175,216,0,0,0
Tennessee,2015,8877,8918,353,161,191,352,161,191,0,0,0
Tennessee,2016,8759,8881,347,160,188,347,159,188,0,0,0
Tennessee,2017,9362,8887,346,162,184,345,161,184,1,1,0
Texas,1977,4819,4624,346,139,206,344,138,206,2,1,0
Texas,1978,4920,4638,390,135,254,387,133,254,2,2,1
Texas,1979,4884,4703,428,131,296,425,131,294,3,1,2
Texas,1980,4758,4698,474,127,347,466,127,339,8,0,7
Texas,1981,4956,4613,458,140,318,451,140,311,7,0,6
Texas,1982,4976,4678,459,170,289,456,170,286,3,1,3
Texas,1983,5199,5117,389,151,238,388,150,237,1,1,1
Texas,1984,5388,5207,369,156,213,368,156,212,2,1,1
Texas,1985,5848,5463,371,161,210,364,160,204,7,1,6
Texas,1986,6131,5916,517,172,345,497,171,326,20,1,19
Texas,1987,6299,6160,527,190,337,502,189,313,25,1,24
Texas,1988,6346,6100,549,189,360,528,188,340,21,1,20
Texas,1989,6476,6053,497,177,319,479,175,304,17,2,15
Texas,1990,6463,6056,466,177,289,450,173,276,16,4,12
Texas,1991,6455,6009,419,173,247,411,168,243,8,4,4
Texas,1992,6599,6374,394,171,223,387,166,221,6,4,2
Texas,1993,6945,6703,417,176,241,406,172,234,12,5,7
Texas,1994,7023,6585,400,174,226,393,169,223,7,5,3
Texas,1995,7086,6709,386,181,205,379,176,203,7,4,2
Texas,1996,7215,6745,414,169,245,409,164,245,5,5,0
Texas,1997,8057,6831,380,172,208,369,166,203,11,7,5
Texas,1998,7492,6958,394,169,225,385,164,221,9,5,4
Texas,1999,8409,7180,419,170,249,403,165,238,16,5,11
Texas,2000,8201,7451,489,175,314,468,171,298,21,4,17
Texas,2002,7150,8143,461,173,288,453,170,283,8,3,5
Texas,2004,8901,8384,487,172,316,479,168,311,8,4,4
Texas,2005,8971,8373,545,173,372,522,164,358,24,9,14
Texas,2006,9219,8385,573,177,396,543,168,375,30,9,21
Texas,2007,9663,8492,579,182,397,550,170,381,29,13,16
Texas,2008,8038,8928,670,175,495,496,165,331,173,10,163
Texas,2009,7912,9395,495,189,306,452,173,279,43,16,27
Texas,2010,9349,9744,462,188,274,411,172,239,51,16,35
Texas,2011,9555,9397,465,193,272,424,178,246,41,15,26
Texas,2012,8898,8950,465,180,284,429,164,265,35,16,19
Texas,2013,9304,8793,501,178,322,421,163,258,80,16,64
Texas,2014,9919,8889,486,181,304,451,164,287,35,18,17
Texas,2015,8986,9112,477,181,296,445,164,282,32,18,14
Texas,2016,8998,9227,513,187,327,476,167,309,37,20,17
Texas,2017,9780,9360,554,197,357,491,168,323,63,29,34
Utah,1977,5465,5348,481,167,314,481,167,314,0,0,0
Utah,1978,5658,5202,429,180,249,429,180,249,0,0,0
Utah,1979,5568,5222,458,184,274,458,184,274,0,0,0
Utah,1980,5486,5327,564,170,395,564,170,395,0,0,0
Utah,1981,5303,5328,496,182,314,496,182,314,0,0,0
Utah,1982,5875,5668,396,154,242,396,154,242,0,0,0
Utah,1983,5861,6460,418,144,274,418,144,274,0,0,0
Utah,1984,6696,7113,534,216,318,534,216,318,0,0,0
Utah,1985,7338,7932,640,220,420,640,220,420,0,0,0
Utah,1986,6901,7394,557,170,387,557,170,387,0,0,0
Utah,1987,7186,7314,466,222,244,466,222,244,0,0,0
Utah,1988,7308,6870,457,174,284,457,174,284,0,0,0
Utah,1989,7301,7002,531,188,343,531,188,343,0,0,0
Utah,1990,7529,7000,455,190,264,455,190,264,0,0,0
Utah,1991,7119,6946,378,182,197,378,182,197,0,0,0
Utah,1992,7336,6933,401,178,223,401,178,223,0,0,0
Utah,1993,7493,7060,413,173,239,413,173,239,0,0,0
Utah,1994,7786,7137,419,164,254,419,164,254,0,0,0
Utah,1995,7855,7410,385,165,220,385,165,220,0,0,0
Utah,1996,7902,7466,411,166,244,411,166,244,0,0,0
Utah,1997,8545,7778,571,162,410,571,162,410,0,0,0
Utah,1998,8958,8088,801,173,628,799,173,627,1,0,1
Utah,1999,8875,8259,584,171,413,583,171,412,1,0,1
Utah,2000,9484,8273,655,232,423,655,232,423,0,0,0
Utah,2002,8081,9098,596,226,370,596,226,370,0,0,0
Utah,2004,10221,9027,538,223,315,538,223,315,0,0,0
Utah,2005,9796,8808,480,217,263,480,217,263,0,0,0
Utah,2006,10001,8910,531,213,318,531,213,318,0,0,0
Utah,2007,10643,9093,532,215,317,532,215,317,0,0,0
Utah,2008,9825,9490,611,234,376,610,234,376,0,0,0
Utah,2009,6936,10086,693,227,466,693,227,466,0,0,0
Utah,2010,9781,9945,775,214,561,775,214,561,0,0,0
Utah,2011,9824,9670,715,208,507,715,208,506,1,0,0
Utah,2012,9021,9582,734,218,516,734,218,515,0,0,0
Utah,2013,9799,9207,484,194,290,484,194,290,0,0,0
Utah,2014,9975,8907,378,184,194,378,184,194,0,0,0
Utah,2015,9544,9035,427,192,235,427,192,235,0,0,0
Utah,2016,9186,9174,383,182,201,382,182,201,0,0,0
Utah,2017,10586,9770,590,275,315,589,274,315,1,1,0
Vermont,1977,6556,6027,686,375,310,686,375,310,0,0,0
Vermont,1978,6474,5885,655,425,231,655,425,231,0,0,0
Vermont,1979,6020,5648,591,372,219,591,372,219,0,0,0
Vermont,1980,5790,5370,582,353,229,582,353,229,0,0,0
Vermont,1981,5810,5386,483,311,171,483,311,171,0,0,0
Vermont,1982,5804,5983,553,325,228,553,325,228,0,0,0
Vermont,1983,5836,5798,591,352,239,591,352,239,0,0,0
Vermont,1984,6212,6045,642,399,243,642,399,243,0,0,0
Vermont,1985,6620,6283,689,423,266,689,423,266,0,0,0
Vermont,1986,6916,6539,675,414,261,675,414,261,0,0,0
Vermont,1987,7661,6731,745,450,294,745,450,294,0,0,0
Vermont,1988,7571,6845,675,371,303,675,371,303,0,0,0
Vermont,1989,7625,7125,707,432,275,707,432,275,0,0,0
Vermont,1990,7570,7449,668,460,208,668,460,208,0,0,0
Vermont,1991,7744,7738,729,489,240,729,489,240,0,0,0
Vermont,1992,8181,7839,758,518,239,758,518,239,0,0,0
Vermont,1993,8015,7436,732,484,248,732,484,248,0,0,0
Vermont,1994,8138,7647,758,478,280,758,478,280,0,0,0
Vermont,1995,8351,7634,654,446,207,654,446,207,0,0,0
Vermont,1996,8391,7644,706,502,204,706,502,204,0,0,0
Vermont,1997,8642,7825,680,501,179,680,501,179,0,0,0
Vermont,1998,8698,8282,755,531,224,755,531,224,0,0,0
Vermont,1999,9147,8157,769,566,204,769,566,204,0,0,0
Vermont,2000,9384,8793,765,557,208,765,557,208,0,0,0
Vermont,2002,8957,9339,802,488,314,802,488,314,0,0,0
Vermont,2004,11022,10073,697,492,205,697,492,205,0,0,0
Vermont,2005,10896,10450,734,489,245,734,489,245,0,0,0
Vermont,2006,11189,10486,741,501,241,741,501,240,1,0,1
Vermont,2007,12080,11009,827,503,324,827,503,324,0,0,0
Vermont,2008,11097,11064,794,517,278,794,517,278,0,0,0
Vermont,2009,10126,11654,894,560,334,894,560,334,0,0,0
Vermont,2010,12602,12179,983,592,391,983,592,391,0,0,0
Vermont,2011,13161,12016,1043,587,456,1043,587,456,0,0,0
Vermont,2012,11875,11853,1146,736,409,1146,736,409,0,0,0
Vermont,2013,12248,12121,1157,805,352,1157,805,352,0,0,0
Vermont,2014,12869,12057,1026,625,401,1026,625,401,0,0,0
Vermont,2015,12500,12509,1117,653,464,1113,651,462,4,1,3
Vermont,2016,12656,12733,1020,598,422,1016,597,419,4,1,3
Vermont,2017,13169,12992,996,609,387,992,606,387,3,3,0
Virginia,1977,5023,4849,562,200,361,482,195,288,79,6,74
Virginia,1978,5198,4795,541,235,306,522,229,293,19,6,13
Virginia,1979,5106,4960,585,245,340,574,239,335,10,6,4
Virginia,1980,4876,4771,518,206,313,507,200,307,11,6,5
Virginia,1981,4977,4761,444,184,260,433,178,255,11,5,6
Virginia,1982,4859,4655,364,195,170,355,189,166,9,5,4
Virginia,1983,5224,4758,391,203,188,377,197,179,14,5,9
Virginia,1984,5355,4763,389,197,192,371,192,179,17,5,12
Virginia,1985,5614,5030,446,228,218,418,212,205,29,16,13
Virginia,1986,6017,5436,521,244,277,502,228,274,19,16,3
Virginia,1987,6304,5682,544,238,306,511,221,290,33,17,16
Virginia,1988,6329,5959,596,250,346,564,228,335,32,22,10
Virginia,1989,6708,6278,622,255,366,581,226,355,41,30,11
Virginia,1990,6630,6407,598,262,337,581,244,337,18,18,0
Virginia,1991,6710,6533,584,253,332,566,234,332,19,19,0
Virginia,1992,6768,6468,482,232,250,466,216,250,16,16,0
Virginia,1993,6820,6386,422,213,209,411,202,209,11,11,0
Virginia,1994,6843,6565,470,245,225,461,237,225,9,9,0
Virginia,1995,7115,6723,529,258,271,513,252,260,16,6,11
Virginia,1996,7328,6718,524,251,273,511,245,265,13,6,7
Virginia,1997,8198,7058,555,250,305,545,244,300,10,5,5
Virginia,1998,8529,7217,557,240,317,546,234,312,11,6,5
Virginia,1999,8393,7461,570,245,325,561,240,321,9,5,4
Virginia,2000,8849,7631,526,251,276,521,247,273,6,3,3
Virginia,2002,7251,8169,580,254,326,574,251,323,6,3,3
Virginia,2004,9387,8294,476,300,176,469,295,174,7,5,1
Virginia,2005,9385,8535,490,301,189,478,292,186,12,9,3
Virginia,2006,9783,8850,466,304,162,454,293,161,12,11,1
Virginia,2007,10746,9006,458,282,176,444,270,174,14,12,2
Virginia,2008,8454,9203,516,315,201,501,304,197,14,11,4
Virginia,2009,6750,9407,494,292,202,480,280,200,14,11,3
Virginia,2010,9960,9481,447,258,189,438,251,188,8,7,1
Virginia,2011,10291,9331,487,238,249,478,232,247,9,7,2
Virginia,2012,8799,9304,563,266,297,540,256,285,22,10,12
Virginia,2013,9807,9394,534,294,240,521,284,237,13,10,2
Virginia,2014,10148,9383,553,302,251,538,289,249,15,12,2
Virginia,2015,9669,9609,534,272,261,519,259,260,15,13,2
Virginia,2016,9561,9736,568,304,264,554,290,264,14,14,0
Virginia,2017,10856,9935,582,306,276,545,290,255,37,16,21
Washington,1977,7326,7438,536,224,312,501,190,311,34,34,0
Washington,1978,7465,7680,498,222,276,460,186,275,38,37,1
Washington,1979,7472,7623,598,240,358,561,206,355,37,34,3
Washington,1980,7043,7561,574,213,362,499,174,324,75,38,37
Washington,1981,6853,7936,569,235,335,504,193,311,65,41,24
Washington,1982,7155,8045,508,216,292,433,176,257,75,40,35
Washington,1983,7709,7991,568,219,349,478,179,299,90,40,50
Washington,1984,7894,7707,487,206,281,408,169,239,80,38,42
Washington,1985,8132,7909,600,226,374,555,187,367,46,39,7
Washington,1986,8494,7908,487,207,280,445,168,276,43,38,4
Washington,1987,8787,8263,540,206,335,482,170,312,58,36,22
Washington,1988,8693,8038,479,181,298,430,148,282,49,33,16
